year,ac_no,ac_name,ac_type,cand_sex,partyname,totvotpoll,electors
2010,44,Tribeniganj,SC,,Independent,1263,208931
2010,44,Tribeniganj,SC,,Shivsena,1384,208931
2010,44,Tribeniganj,SC,,Bahujan Samaj Party,1473,208931
2010,44,Tribeniganj,SC,,Independent,2000,208931
2010,44,Tribeniganj,SC,,Independent,3025,208931
2010,44,Tribeniganj,SC,,Indian National Congress,8605,208931
2010,44,Tribeniganj,SC,,Lok Jan Shakti Party,44706,208931
2010,44,Tribeniganj,SC,,Janata Dal (United),63729,208931
2010,45,Chhatapur,GEN,,Independent,331,212216
2010,45,Chhatapur,GEN,,Independent,452,212216
2010,45,Chhatapur,GEN,,Nationalist Congress Party,538,212216
2010,45,Chhatapur,GEN,,Independent,567,212216
2010,45,Chhatapur,GEN,,Independent,580,212216
2010,45,Chhatapur,GEN,,Bahujan Samaj Party,683,212216
2010,45,Chhatapur,GEN,,Independent,873,212216
2010,45,Chhatapur,GEN,,Janata Dal (Secular),981,212216
2010,45,Chhatapur,GEN,,Jammu & Kashmir National Panthers Party,1079,212216
2010,45,Chhatapur,GEN,,Independent,1527,212216
2010,45,Chhatapur,GEN,,Communist Party of India (Marxist),1971,212216
2010,45,Chhatapur,GEN,,Independent,2198,212216
2010,45,Chhatapur,GEN,,Independent,2239,212216
2010,45,Chhatapur,GEN,,Independent,2915,212216
2010,45,Chhatapur,GEN,,Indian National Congress,4391,212216
2010,45,Chhatapur,GEN,,Jharkhand Mukti Morcha,5334,212216
2010,45,Chhatapur,GEN,,Rashtriya Janata Dal,43165,212216
2010,45,Chhatapur,GEN,,Janata Dal (United),66895,212216
2010,46,Narpatganj,GEN,,Muslim League Kerala State Committee,671,237915
2010,46,Narpatganj,GEN,,Independent,922,237915
2010,46,Narpatganj,GEN,,Janata Dal (Secular),1187,237915
2010,46,Narpatganj,GEN,,Lok Sewa Dal,1264,237915
2010,46,Narpatganj,GEN,,Independent,1451,237915
2010,46,Narpatganj,GEN,,Independent,1948,237915
2010,46,Narpatganj,GEN,,Independent,2327,237915
2010,46,Narpatganj,GEN,,Nationalist Congress Party,2418,237915
2010,46,Narpatganj,GEN,,Independent,3408,237915
2010,46,Narpatganj,GEN,,Bahujan Samaj Party,3418,237915
2010,46,Narpatganj,GEN,,Independent,6022,237915
2010,46,Narpatganj,GEN,,Indian National Congress,8782,237915
2010,46,Narpatganj,GEN,,Rashtriya Janata Dal,54169,237915
2010,46,Narpatganj,GEN,,Bharatiya Janata Party,61106,237915
2010,47,Raniganj,SC,,Rashtriya Jan-Jagram Morcha,1977,229649
2010,47,Raniganj,SC,,Jharkhand Mukti Morcha,2125,229649
2010,47,Raniganj,SC,,Bahujan Samaj Party,2990,229649
2010,47,Raniganj,SC,,Communist Party of India (Marxist-Leninist) (Liberation),3692,229649
2010,47,Raniganj,SC,,Nationalist Congress Party,3883,229649
2010,47,Raniganj,SC,,Indian National Congress,9955,229649
2010,47,Raniganj,SC,,Rashtriya Janata Dal,41458,229649
2010,47,Raniganj,SC,,Bharatiya Janata Party,65111,229649
2010,48,Forbesganj,GEN,,Jharkhand Mukti Morcha,494,241677
2010,48,Forbesganj,GEN,,Loktantrik Sarvjan Samaj Party,555,241677
2010,48,Forbesganj,GEN,,Bharat Vikas Morcha,574,241677
2010,48,Forbesganj,GEN,,Samajwadi Party,601,241677
2010,48,Forbesganj,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),678,241677
2010,48,Forbesganj,GEN,,Rashtriya Krantikari Janata Party,743,241677
2010,48,Forbesganj,GEN,,Shivsena,1379,241677
2010,48,Forbesganj,GEN,,Muslim League Kerala State Committee,1454,241677
2010,48,Forbesganj,GEN,,Independent,1885,241677
2010,48,Forbesganj,GEN,,Independent,1953,241677
2010,48,Forbesganj,GEN,,Independent,2145,241677
2010,48,Forbesganj,GEN,,Nationalist Congress Party,2386,241677
2010,48,Forbesganj,GEN,,Independent,2534,241677
2010,48,Forbesganj,GEN,,Bahujan Samaj Party,4300,241677
2010,48,Forbesganj,GEN,,Indian National Congress,8185,241677
2010,48,Forbesganj,GEN,,Lok Jan Shakti Party,43636,241677
2010,48,Forbesganj,GEN,,Bharatiya Janata Party,70463,241677
2010,49,Araria,GEN,,Independent,575,216652
2010,49,Araria,GEN,,Nationalist Congress Party,704,216652
2010,49,Araria,GEN,,Independent,1151,216652
2010,49,Araria,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),1170,216652
2010,49,Araria,GEN,,Independent,1204,216652
2010,49,Araria,GEN,,Independent,1226,216652
2010,49,Araria,GEN,,Bahujan Samaj Party,1374,216652
2010,49,Araria,GEN,,Independent,2222,216652
2010,49,Araria,GEN,,Independent,3123,216652
2010,49,Araria,GEN,,Independent,4612,216652
2010,49,Araria,GEN,,Independent,11846,216652
2010,49,Araria,GEN,,Indian National Congress,18344,216652
2010,49,Araria,GEN,,Bharatiya Janata Party,31471,216652
2010,49,Araria,GEN,,Lok Jan Shakti Party,49532,216652
2010,50,Jokihat,GEN,,Independent,1619,209567
2010,50,Jokihat,GEN,,Independent,1734,209567
2010,50,Jokihat,GEN,,Independent,2083,209567
2010,50,Jokihat,GEN,,Bahujan Samaj Party,2534,209567
2010,50,Jokihat,GEN,,Janata Dal (Secular),3234,209567
2010,50,Jokihat,GEN,,Independent,3585,209567
2010,50,Jokihat,GEN,,Indian National Congress,3643,209567
2010,50,Jokihat,GEN,,Jharkhand Mukti Morcha,3965,209567
2010,50,Jokihat,GEN,,Independent,4460,209567
2010,50,Jokihat,GEN,,Nationalist Congress Party,6036,209567
2010,50,Jokihat,GEN,,Independent,13942,209567
2010,50,Jokihat,GEN,,Rashtriya Janata Dal,15053,209567
2010,50,Jokihat,GEN,,Independent,18697,209567
2010,50,Jokihat,GEN,,Janata Dal (United),44027,209567
2010,51,Sikti,GEN,,Samajwadi Party,1139,211844
2010,51,Sikti,GEN,,Independent,1221,211844
2010,51,Sikti,GEN,,Nationalist Congress Party,1328,211844
2010,51,Sikti,GEN,,Bahujan Samaj Party,1545,211844
2010,51,Sikti,GEN,,Independent,1631,211844
2010,51,Sikti,GEN,,Socialist Janta Party,1780,211844
2010,51,Sikti,GEN,,Independent,1781,211844
2010,51,Sikti,GEN,,Independent,3969,211844
2010,51,Sikti,GEN,,Independent,12496,211844
2010,51,Sikti,GEN,,Independent,13509,211844
2010,51,Sikti,GEN,,Indian National Congress,20280,211844
2010,51,Sikti,GEN,,Lok Jan Shakti Party,32202,211844
2010,51,Sikti,GEN,,Bharatiya Janata Party,42076,211844
2010,52,Bahadurganj,GEN,,Independent,1126,208314
2010,52,Bahadurganj,GEN,,Independent,1362,208314
2010,52,Bahadurganj,GEN,,Independent,1417,208314
2010,52,Bahadurganj,GEN,,Independent,2487,208314
2010,52,Bahadurganj,GEN,,Independent,2963,208314
2010,52,Bahadurganj,GEN,,Independent,3036,208314
2010,52,Bahadurganj,GEN,,Independent,3244,208314
2010,52,Bahadurganj,GEN,,Nationalist Congress Party,3406,208314
2010,52,Bahadurganj,GEN,,Independent,4437,208314
2010,52,Bahadurganj,GEN,,Jharkhand Mukti Morcha,4717,208314
2010,52,Bahadurganj,GEN,,Rashtriya Janata Dal,5146,208314
2010,52,Bahadurganj,GEN,,Independent,5862,208314
2010,52,Bahadurganj,GEN,,Independent,6878,208314
2010,52,Bahadurganj,GEN,,Independent,9062,208314
2010,52,Bahadurganj,GEN,,Janata Dal (United),26752,208314
2010,52,Bahadurganj,GEN,,Indian National Congress,30551,208314
2010,53,Thakurganj,GEN,,Independent,1173,196541
2010,53,Thakurganj,GEN,,Samajwadi Party,1573,196541
2010,53,Thakurganj,GEN,,Independent,1740,196541
2010,53,Thakurganj,GEN,,Independent,4748,196541
2010,53,Thakurganj,GEN,,Bahujan Samaj Party,6653,196541
2010,53,Thakurganj,GEN,,Independent,9030,196541
2010,53,Thakurganj,GEN,,Jharkhand Mukti Morcha,10715,196541
2010,53,Thakurganj,GEN,,Nationalist Congress Party,11462,196541
2010,53,Thakurganj,GEN,,Indian National Congress,15652,196541
2010,53,Thakurganj,GEN,,Janata Dal (United),29409,196541
2010,53,Thakurganj,GEN,,Lok Jan Shakti Party,36372,196541
2010,54,Kishanganj,GEN,,Samajwadi Party,652,211851
2010,54,Kishanganj,GEN,,Independent,1121,211851
2010,54,Kishanganj,GEN,,Bahujan Samaj Party,1159,211851
2010,54,Kishanganj,GEN,,Janvadi Party(Socialist),1198,211851
2010,54,Kishanganj,GEN,,Samajwadi Janata Party (Rashtriya),1299,211851
2010,54,Kishanganj,GEN,,Independent,1498,211851
2010,54,Kishanganj,GEN,,Independent,1800,211851
2010,54,Kishanganj,GEN,,Communist Party of India (Marxist),3626,211851
2010,54,Kishanganj,GEN,,Jharkhand Mukti Morcha,3687,211851
2010,54,Kishanganj,GEN,,Nationalist Congress Party,8291,211851
2010,54,Kishanganj,GEN,,Rashtriya Janata Dal,22074,211851
2010,54,Kishanganj,GEN,,Bharatiya Janata Party,38603,211851
2010,54,Kishanganj,GEN,,Indian National Congress,38867,211851
2010,55,Kochadhaman,GEN,,Independent,607,177507
2010,55,Kochadhaman,GEN,,Indian Justice Party,607,177507
2010,55,Kochadhaman,GEN,,Independent,619,177507
2010,55,Kochadhaman,GEN,,Independent,901,177507
2010,55,Kochadhaman,GEN,,Janvadi Party(Socialist),979,177507
2010,55,Kochadhaman,GEN,,Bahujan Samaj Party,1318,177507
2010,55,Kochadhaman,GEN,,Samajwadi Party,1510,177507
2010,55,Kochadhaman,GEN,,Independent,1567,177507
2010,55,Kochadhaman,GEN,,Independent,1831,177507
2010,55,Kochadhaman,GEN,,Jharkhand Mukti Morcha,3897,177507
2010,55,Kochadhaman,GEN,,Independent,6646,177507
2010,55,Kochadhaman,GEN,,Nationalist Congress Party,6966,177507
2010,55,Kochadhaman,GEN,,Indian National Congress,9861,177507
2010,55,Kochadhaman,GEN,,Janata Dal (United),28351,177507
2010,55,Kochadhaman,GEN,,Rashtriya Janata Dal,37376,177507
2010,56,Amour,GEN,,Loktantrik Sarvjan Samaj Party,1041,222012
2010,56,Amour,GEN,,Bharatiya Jantantrik Janta Dal,1188,222012
2010,56,Amour,GEN,,Bahujan Samaj Party,2227,222012
2010,56,Amour,GEN,,Ambedkar National Congress,2746,222012
2010,56,Amour,GEN,,Independent,4452,222012
2010,56,Amour,GEN,,Rashtriya Janata Dal,16323,222012
2010,56,Amour,GEN,,Indian National Congress,38946,222012
2010,56,Amour,GEN,,Bharatiya Janata Party,57774,222012
2010,57,Baisi,GEN,,Nationalist Congress Party,1229,190599
2010,57,Baisi,GEN,,Independent,1251,190599
2010,57,Baisi,GEN,,Bahujan Samaj Party,1255,190599
2010,57,Baisi,GEN,,Socialist Janta Party,1992,190599
2010,57,Baisi,GEN,,Independent,18986,190599
2010,57,Baisi,GEN,,Rashtriya Janata Dal,27263,190599
2010,57,Baisi,GEN,,Indian National Congress,30689,190599
2010,57,Baisi,GEN,,Bharatiya Janata Party,39939,190599
2010,58,Kasba,GEN,,Loktantrik Sarvjan Samaj Party,482,198855
2010,58,Kasba,GEN,,Socialist Janta Party,602,198855
2010,58,Kasba,GEN,,Samajwadi Party,657,198855
2010,58,Kasba,GEN,,Jharkhand Mukti Morcha,705,198855
2010,58,Kasba,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),1266,198855
2010,58,Kasba,GEN,,Bahujan Samaj Party,1806,198855
2010,58,Kasba,GEN,,Lok Jan Shakti Party,2776,198855
2010,58,Kasba,GEN,,Independent,4011,198855
2010,58,Kasba,GEN,,Bharatiya Janata Party,58570,198855
2010,58,Kasba,GEN,,Indian National Congress,63025,198855
2010,59,Banmankhi,SC,,Bharatiya Jantantrik Janta Dal,1338,232413
2010,59,Banmankhi,SC,,Bahujan Samaj Party,1407,232413
2010,59,Banmankhi,SC,,Independent,1824,232413
2010,59,Banmankhi,SC,,Jharkhand Mukti Morcha,1997,232413
2010,59,Banmankhi,SC,,Samajwadi Party,2019,232413
2010,59,Banmankhi,SC,,Samata Party,2078,232413
2010,59,Banmankhi,SC,,Nationalist Congress Party,2444,232413
2010,59,Banmankhi,SC,,Indian National Congress,10515,232413
2010,59,Banmankhi,SC,,Independent,11888,232413
2010,59,Banmankhi,SC,,Rashtriya Janata Dal,23060,232413
2010,59,Banmankhi,SC,,Bharatiya Janata Party,67950,232413
2010,60,Rupauli,GEN,,Samajwadi Party,662,238076
2010,60,Rupauli,GEN,,Lokpriya Samaj Party,898,238076
2010,60,Rupauli,GEN,,Independent,1367,238076
2010,60,Rupauli,GEN,,Nationalist Congress Party,1617,238076
2010,60,Rupauli,GEN,,Bahujan Samaj Party,1708,238076
2010,60,Rupauli,GEN,,Independent,1776,238076
2010,60,Rupauli,GEN,,Independent,1928,238076
2010,60,Rupauli,GEN,,Independent,2038,238076
2010,60,Rupauli,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),2052,238076
2010,60,Rupauli,GEN,,Independent,2586,238076
2010,60,Rupauli,GEN,,Independent,5625,238076
2010,60,Rupauli,GEN,,Communist Party of India,7095,238076
2010,60,Rupauli,GEN,,Indian National Congress,17745,238076
2010,60,Rupauli,GEN,,Lok Jan Shakti Party,27171,238076
2010,60,Rupauli,GEN,,Janata Dal (United),64887,238076
2010,61,Dhamdaha,GEN,,Samajwadi Party,615,236569
2010,61,Dhamdaha,GEN,,All India Forward Bloc,743,236569
2010,61,Dhamdaha,GEN,,Independent,808,236569
2010,61,Dhamdaha,GEN,,Independent,1216,236569
2010,61,Dhamdaha,GEN,,Independent,1313,236569
2010,61,Dhamdaha,GEN,,Nationalist Congress Party,1919,236569
2010,61,Dhamdaha,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),2100,236569
2010,61,Dhamdaha,GEN,,Independent,2154,236569
2010,61,Dhamdaha,GEN,,Independent,2375,236569
2010,61,Dhamdaha,GEN,,Independent,2389,236569
2010,61,Dhamdaha,GEN,,Communist Party of India (Marxist),2471,236569
2010,61,Dhamdaha,GEN,,Independent,2850,236569
2010,61,Dhamdaha,GEN,,Independent,3062,236569
2010,61,Dhamdaha,GEN,,Independent,3293,236569
2010,61,Dhamdaha,GEN,,Bahujan Samaj Party,6156,236569
2010,61,Dhamdaha,GEN,,Jharkhand Mukti Morcha,9148,236569
2010,61,Dhamdaha,GEN,,Rashtriya Janata Dal,19554,236569
2010,61,Dhamdaha,GEN,,Indian National Congress,19626,236569
2010,61,Dhamdaha,GEN,,Janata Dal (United),64323,236569
2010,62,Purnia,GEN,,All India Forward Bloc,620,216656
2010,62,Purnia,GEN,,Bharatiya Jantantrik Janta Dal,651,216656
2010,62,Purnia,GEN,,Independent,936,216656
2010,62,Purnia,GEN,,Independent,946,216656
2010,62,Purnia,GEN,,Independent,1095,216656
2010,62,Purnia,GEN,,Bahujan Samaj Party,1515,216656
2010,62,Purnia,GEN,,Independent,1552,216656
2010,62,Purnia,GEN,,Lok Jan Shakti Party,1830,216656
2010,62,Purnia,GEN,,Independent,2475,216656
2010,62,Purnia,GEN,,Nationalist Congress Party,3555,216656
2010,62,Purnia,GEN,,Communist Party of India (Marxist),23061,216656
2010,62,Purnia,GEN,,Indian National Congress,39006,216656
2010,62,Purnia,GEN,,Bharatiya Janata Party,54605,216656
2010,63,Katihar,GEN,,Bahujan Shakty,599,208316
2010,63,Katihar,GEN,,Akhil Bharatiya Jan Sangh,654,208316
2010,63,Katihar,GEN,,Bahujan Samaj Party,1051,208316
2010,63,Katihar,GEN,,Independent,1954,208316
2010,63,Katihar,GEN,,Independent,1965,208316
2010,63,Katihar,GEN,,Indian National Congress,2570,208316
2010,63,Katihar,GEN,,Independent,2647,208316
2010,63,Katihar,GEN,,Nationalist Congress Party,17015,208316
2010,63,Katihar,GEN,,Rashtriya Janata Dal,38111,208316
2010,63,Katihar,GEN,,Bharatiya Janata Party,58718,208316
2010,64,Kadwa,GEN,,Independent,377,200887
2010,64,Kadwa,GEN,,Independent,563,200887
2010,64,Kadwa,GEN,,Independent,575,200887
2010,64,Kadwa,GEN,,Independent,579,200887
2010,64,Kadwa,GEN,,Independent,616,200887
2010,64,Kadwa,GEN,,Independent,828,200887
2010,64,Kadwa,GEN,,Independent,866,200887
2010,64,Kadwa,GEN,,Independent,1048,200887
2010,64,Kadwa,GEN,,Jharkhand Mukti Morcha,1058,200887
2010,64,Kadwa,GEN,,Independent,1220,200887
2010,64,Kadwa,GEN,,Independent,1257,200887
2010,64,Kadwa,GEN,,Independent,1282,200887
2010,64,Kadwa,GEN,,Bahujan Samaj Party,1392,200887
2010,64,Kadwa,GEN,,Independent,1411,200887
2010,64,Kadwa,GEN,,Independent,1853,200887
2010,64,Kadwa,GEN,,Independent,2751,200887
2010,64,Kadwa,GEN,,Communist Party of India,4984,200887
2010,64,Kadwa,GEN,,Independent,7967,200887
2010,64,Kadwa,GEN,,Indian National Congress,13084,200887
2010,64,Kadwa,GEN,,Rashtriya Janata Dal,18167,200887
2010,64,Kadwa,GEN,,Nationalist Congress Party,19858,200887
2010,64,Kadwa,GEN,,Bharatiya Janata Party,38225,200887
2010,65,Balrampur,GEN,,Independent,859,232774
2010,65,Balrampur,GEN,,Bahujan Samaj Party,1070,232774
2010,65,Balrampur,GEN,,Independent,1361,232774
2010,65,Balrampur,GEN,,Samajwadi Party,1591,232774
2010,65,Balrampur,GEN,,Jharkhand Disom Party,1672,232774
2010,65,Balrampur,GEN,,Janata Dal (Secular),1781,232774
2010,65,Balrampur,GEN,,Jharkhand Mukti Morcha,2569,232774
2010,65,Balrampur,GEN,,Indian National Congress,2867,232774
2010,65,Balrampur,GEN,,Shivsena,3283,232774
2010,65,Balrampur,GEN,,Janata Dal (United),3538,232774
2010,65,Balrampur,GEN,,Independent,4333,232774
2010,65,Balrampur,GEN,,Independent,4486,232774
2010,65,Balrampur,GEN,,Lok Jan Shakti Party,7795,232774
2010,65,Balrampur,GEN,,Nationalist Congress Party,16474,232774
2010,65,Balrampur,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),45432,232774
2010,65,Balrampur,GEN,,Independent,48136,232774
2010,66,Pranpur,GEN,,Bharatiya Momin Front,464,217542
2010,66,Pranpur,GEN,,Independent,535,217542
2010,66,Pranpur,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),545,217542
2010,66,Pranpur,GEN,,Janata Dal (Secular),567,217542
2010,66,Pranpur,GEN,,Independent,806,217542
2010,66,Pranpur,GEN,,Independent,939,217542
2010,66,Pranpur,GEN,,Independent,1551,217542
2010,66,Pranpur,GEN,,Bahujan Samaj Party,1599,217542
2010,66,Pranpur,GEN,,Independent,1836,217542
2010,66,Pranpur,GEN,,Independent,2313,217542
2010,66,Pranpur,GEN,,Independent,3544,217542
2010,66,Pranpur,GEN,,Independent,10083,217542
2010,66,Pranpur,GEN,,Rashtriya Janata Dal,12915,217542
2010,66,Pranpur,GEN,,Indian National Congress,13925,217542
2010,66,Pranpur,GEN,,Nationalist Congress Party,42944,217542
2010,66,Pranpur,GEN,,Bharatiya Janata Party,43660,217542
2010,67,Manihari,ST,,Indian Justice Party,669,210473
2010,67,Manihari,ST,,Independent,781,210473
2010,67,Manihari,ST,,Communist Party of India (Marxist-Leninist) (Liberation),902,210473
2010,67,Manihari,ST,,Independent,960,210473
2010,67,Manihari,ST,,Independent,1229,210473
2010,67,Manihari,ST,,Independent,1416,210473
2010,67,Manihari,ST,,Independent,1457,210473
2010,67,Manihari,ST,,Bharat Vikas Morcha,2233,210473
2010,67,Manihari,ST,,Independent,2243,210473
2010,67,Manihari,ST,,Communist Party of India,3162,210473
2010,67,Manihari,ST,,Independent,3242,210473
2010,67,Manihari,ST,,Indian National Congress,3668,210473
2010,67,Manihari,ST,,Lok Jan Shakti Party,18466,210473
2010,67,Manihari,ST,,Nationalist Congress Party,40773,210473
2010,67,Manihari,ST,,Janata Dal (United),44938,210473
2010,68,Barari,GEN,,Janata Dal (Secular),704,207239
2010,68,Barari,GEN,,Bahujan Samaj Party,837,207239
2010,68,Barari,GEN,,Apna Dal,960,207239
2010,68,Barari,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),1065,207239
2010,68,Barari,GEN,,Bharat Vikas Morcha,1147,207239
2010,68,Barari,GEN,,Independent,1926,207239
2010,68,Barari,GEN,,Independent,3853,207239
2010,68,Barari,GEN,,Communist Party of India,5219,207239
2010,68,Barari,GEN,,Indian National Congress,10822,207239
2010,68,Barari,GEN,,Rashtriya Janata Dal,21221,207239
2010,68,Barari,GEN,,Nationalist Congress Party,30936,207239
2010,68,Barari,GEN,,Bharatiya Janata Party,58104,207239
2010,69,Korha,SC,,Independent,1062,202388
2010,69,Korha,SC,,Independent,1122,202388
2010,69,Korha,SC,,Independent,1215,202388
2010,69,Korha,SC,,Samajwadi Party,1291,202388
2010,69,Korha,SC,,Bahujan Samaj Party,2195,202388
2010,69,Korha,SC,,Independent,3191,202388
2010,69,Korha,SC,,Independent,3814,202388
2010,69,Korha,SC,,Lok Jan Shakti Party,9000,202388
2010,69,Korha,SC,,Nationalist Congress Party,15956,202388
2010,69,Korha,SC,,Indian National Congress,18576,202388
2010,69,Korha,SC,,Bharatiya Janata Party,71020,202388
2010,70,Alamnagar,GEN,,Independent,870,263276
2010,70,Alamnagar,GEN,,Bahujan Samaj Party,1310,263276
2010,70,Alamnagar,GEN,,Independent,2530,263276
2010,70,Alamnagar,GEN,,Independent,2582,263276
2010,70,Alamnagar,GEN,,Janata Dal (Secular),2887,263276
2010,70,Alamnagar,GEN,,Independent,2961,263276
2010,70,Alamnagar,GEN,,Independent,3912,263276
2010,70,Alamnagar,GEN,,Independent,4248,263276
2010,70,Alamnagar,GEN,,Communist Party of India,4920,263276
2010,70,Alamnagar,GEN,,Nationalist Congress Party,6774,263276
2010,70,Alamnagar,GEN,,Shivsena,11915,263276
2010,70,Alamnagar,GEN,,Lok Jan Shakti Party,21612,263276
2010,70,Alamnagar,GEN,,Indian National Congress,22622,263276
2010,70,Alamnagar,GEN,,Janata Dal (United),64967,263276
2010,71,Bihariganj,GEN,,Independent,1041,251476
2010,71,Bihariganj,GEN,,Independent,1140,251476
2010,71,Bihariganj,GEN,,Independent,1223,251476
2010,71,Bihariganj,GEN,,Bharatiya Jantantrik Janta Dal,1245,251476
2010,71,Bihariganj,GEN,,Bahujan Samaj Party,1262,251476
2010,71,Bihariganj,GEN,,Independent,1274,251476
2010,71,Bihariganj,GEN,,Independent,1321,251476
2010,71,Bihariganj,GEN,,Bharat Vikas Morcha,1646,251476
2010,71,Bihariganj,GEN,,Janata Dal (Secular),1729,251476
2010,71,Bihariganj,GEN,,Independent,2527,251476
2010,71,Bihariganj,GEN,,Nationalist Congress Party,2531,251476
2010,71,Bihariganj,GEN,,Indian National Congress,27554,251476
2010,71,Bihariganj,GEN,,Rashtriya Janata Dal,29065,251476
2010,71,Bihariganj,GEN,,Janata Dal (United),79062,251476
2010,72,Singheshwar,SC,,Jawan Kisan Morcha,1839,245479
2010,72,Singheshwar,SC,,Bahujan Samaj Party,1860,245479
2010,72,Singheshwar,SC,,Rashtra Sewa Dal,3033,245479
2010,72,Singheshwar,SC,,Samata Party,3227,245479
2010,72,Singheshwar,SC,,Indian National Congress,5969,245479
2010,72,Singheshwar,SC,,Rashtriya Janata Dal,57086,245479
2010,72,Singheshwar,SC,,Janata Dal (United),72282,245479
2010,73,Madhepura,GEN,,Rashtra Sewa Dal,770,258173
2010,73,Madhepura,GEN,,Bahujan Samaj Party,1424,258173
2010,73,Madhepura,GEN,,Janata Dal (Secular),1475,258173
2010,73,Madhepura,GEN,,Samajwadi Janata Party (Rashtriya),1886,258173
2010,73,Madhepura,GEN,,Samajwadi Party,3117,258173
2010,73,Madhepura,GEN,,Indian National Congress,3232,258173
2010,73,Madhepura,GEN,,Jharkhand Mukti Morcha,8345,258173
2010,73,Madhepura,GEN,,Janata Dal (United),60537,258173
2010,73,Madhepura,GEN,,Rashtriya Janata Dal,72481,258173
2010,74,Sonbarsa,SC,,Independent,805,229264
2010,74,Sonbarsa,SC,,Janata Dal (Secular),909,229264
2010,74,Sonbarsa,SC,,Independent,1054,229264
2010,74,Sonbarsa,SC,,Apna Dal,1073,229264
2010,74,Sonbarsa,SC,,Jharkhand Mukti Morcha,1134,229264
2010,74,Sonbarsa,SC,,Independent,1214,229264
2010,74,Sonbarsa,SC,,Independent,1230,229264
2010,74,Sonbarsa,SC,,Independent,1289,229264
2010,74,Sonbarsa,SC,,Independent,1403,229264
2010,74,Sonbarsa,SC,,Independent,1411,229264
2010,74,Sonbarsa,SC,,Independent,1452,229264
2010,74,Sonbarsa,SC,,Bahujan Samaj Party,1476,229264
2010,74,Sonbarsa,SC,,Jai Maha Bharath Party,1492,229264
2010,74,Sonbarsa,SC,,Hindusthan Nirman Dal,1930,229264
2010,74,Sonbarsa,SC,,Nationalist Congress Party,2366,229264
2010,74,Sonbarsa,SC,,Independent,2423,229264
2010,74,Sonbarsa,SC,,Communist Party of India,4633,229264
2010,74,Sonbarsa,SC,,Indian National Congress,10433,229264
2010,74,Sonbarsa,SC,,Lok Jan Shakti Party,25188,229264
2010,74,Sonbarsa,SC,,Janata Dal (United),56633,229264
2010,75,Saharsa,GEN,,Janata Dal (Secular),932,284939
2010,75,Saharsa,GEN,,Independent,976,284939
2010,75,Saharsa,GEN,,Independent,1354,284939
2010,75,Saharsa,GEN,,Independent,1659,284939
2010,75,Saharsa,GEN,,Bahujan Samaj Party,2016,284939
2010,75,Saharsa,GEN,,Independent,2085,284939
2010,75,Saharsa,GEN,,Independent,2199,284939
2010,75,Saharsa,GEN,,Communist Party of India (Marxist),2459,284939
2010,75,Saharsa,GEN,,Independent,2534,284939
2010,75,Saharsa,GEN,,Independent,6065,284939
2010,75,Saharsa,GEN,,Indian National Congress,11191,284939
2010,75,Saharsa,GEN,,Independent,14908,284939
2010,75,Saharsa,GEN,,Rashtriya Janata Dal,47708,284939
2010,75,Saharsa,GEN,,Bharatiya Janata Party,55687,284939
2010,76,Simri Bakhtiarpur,GEN,,Independent,1185,244826
2010,76,Simri Bakhtiarpur,GEN,,Independent,1611,244826
2010,76,Simri Bakhtiarpur,GEN,,Independent,1675,244826
2010,76,Simri Bakhtiarpur,GEN,,Bahujan Samaj Party,1714,244826
2010,76,Simri Bakhtiarpur,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),1818,244826
2010,76,Simri Bakhtiarpur,GEN,,Samajwadi Janata Party (Rashtriya),2056,244826
2010,76,Simri Bakhtiarpur,GEN,,Independent,2924,244826
2010,76,Simri Bakhtiarpur,GEN,,Lok Jan Shakti Party,21464,244826
2010,76,Simri Bakhtiarpur,GEN,,Indian National Congress,39138,244826
2010,76,Simri Bakhtiarpur,GEN,,Janata Dal (United),57980,244826
2010,77,Mahishi,GEN,,Indian Justice Party,563,222769
2010,77,Mahishi,GEN,,Independent,600,222769
2010,77,Mahishi,GEN,,Independent,910,222769
2010,77,Mahishi,GEN,,Janata Dal (Secular),946,222769
2010,77,Mahishi,GEN,,Independent,1036,222769
2010,77,Mahishi,GEN,,Smast Bhartiya Party,1167,222769
2010,77,Mahishi,GEN,,Independent,1457,222769
2010,77,Mahishi,GEN,,Bahujan Samaj Party,1637,222769
2010,77,Mahishi,GEN,,Independent,1850,222769
2010,77,Mahishi,GEN,,Independent,2006,222769
2010,77,Mahishi,GEN,,Independent,3667,222769
2010,77,Mahishi,GEN,,Indian National Congress,4548,222769
2010,77,Mahishi,GEN,,Independent,20304,222769
2010,77,Mahishi,GEN,,Janata Dal (United),37441,222769
2010,77,Mahishi,GEN,,Rashtriya Janata Dal,39158,222769
2010,78,Kusheshwar Asthan,SC,,Indian Justice Party,853,198439
2010,78,Kusheshwar Asthan,SC,,Samajwadi Party,886,198439
